time,content
2021-04-05 13:35:15,"the national labor relations board (nlrb) has found amazon illegally retaliated against two of its most outspoken internal critics when it fired them last year.  last april, amazon fired emily cunningham and maren costa, two former user experience designers, for ""repeatedly violating internal policies."" cunningham and costa argued they were fired in retaliation for their continued criticism of amazon.  the nlrb confirmed to cnbc that it found merit to cunningham and costa's unfair labor practice complaint, which was filed last october. if amazon doesn't agree to settle the case, the agency said it would file a complaint against amazon in the next few weeks and set a trial date in the coming months. news of the nlrb's decision was first reported by the new york times.  in a statement, amazon spokesperson jose negrete said the company disagrees with the nlrb's decision.  ""we support every employee's right to criticize their employer's working conditions, but that does not come with blanket immunity against our internal policies, all of which are lawful,"" negrete said. ""we terminated these employees not for the reasons cited in the preliminary finding, but because they repeatedly violated internal policies.""  costa and cunningham were members of the employee advocacy group amazon employees for climate justice, which has called on amazon to develop a comprehensive climate change plan, among other environmental initiatives.  during the coronavirus pandemic, costa and cunningham raised concerns about the company's treatment of warehouse workers and a lack of safety measures for front-line employees.  they also participated in a series of actions to pressure amazon to change how it responds to workers who speak out against its policies. last january, aecj organized hundreds of employees to intentionally violate amazon's external communications policy, which forbids employees from speaking about the company's business without approval from management.  in their complaint to the nlrb, costa and cunningham allege that amazon violated federal labor law by firing them ""based on discriminatory enforcement of policies or work rules, including its non-solicitation and communication policies.""  amazon's external communications policies also ""chill and restrain employees in the exercise"" of rights and activities that are protected by federal labor laws, according to the complaint, which was filed by a representative from the seattle chapter of the united food and commercial workers union.  the nlrb decision comes as amazon is staring down a closely-watched union vote at one of its alabama warehouses. the nlrb began counting votes last week and it could take a few days or weeks to reach an outcome.  the union vote is just the latest turning point in amazon's growing tensions with its frontline workforce. warehouse and delivery workers have raised concerns about a lack of coronavirus safety measures during the pandemic, along with other issues around working conditions.  a number of amazon employees who spoke out about pandemic working conditions have since filed complaints with the nlrb alleging the company illegally fired them, among other company retaliations. the nlrb has sided with the amazon workers in several cases, while other cases are ongoing.  enough amazon workers have filed charges against the company over the last year that the nlrb is considering launching a national investigation, nbc news reported last month.  -- reuters contributed to this report."
2021-04-06 23:30:59,"new york (cnn busienss) as the white house considers raising taxes on corporations for the first time in more than 25 years, the head of one of america's largest companies is backing such a plan.  ceo jeff bezossaid in a statement tuesday that the company is ""supportive of a rise in the corporate tax rate.""  ""we support the biden administration's focus on making bold investments in american infrastructure,"" bezos said. ""both democrats and republicans have supported infrastructure in the past, and it's the right time to work together to make this happen. we recognize this investment will require concessions from all sides — both on the specifics of what's included as well as how it gets paid for.""  the white house is laying the groundwork for lifting the corporate tax rate above its current level of 21% to help pay for an ambitious infrastructure package . bezos' statement is a notable show of approval for the move given that many others in the business community have warned that it could threaten recovery from the pandemic.  the outgoing amazon chief executive is, in some ways, a surprising advocate for a corporate tax hike.  in 2019, the then-former vice president joe biden called out amazon for its history of using tax credits and deductions to reduce its corporate income tax bill. the company fired back , saying, ""we pay every penny we owe,"" and that it had paid $2.6 billion in corporate taxes since 2016.  and again last year, then-presidential candidate biden said amazon should ""start paying their taxes,"" as part of a broader critique of large, successful businesses. amazon has repeatedly said that it follows all applicable tax laws.  the company also recently sparred with sen. elizabeth warren, who has advocated for raising taxes on big corporations . last month warren said in a tweet : ""giant corporations like amazon report huge profits to their shareholders — but they exploit loopholes and tax havens to pay close to nothing in taxes. that's just not right.""  amazon responded to her, saying : ""you make the tax laws @senwarren; we just follow them. if you don't like the laws you've created, by all means, change them. here are the facts: amazon has paid billions of dollars in corporate taxes over the past few years alone.""  for the 2017 and 2018 tax years, amazon's financial filings showed that it expected to receive money back from the federal government, not that it owed money in income tax. for the 2019 tax year, amazon said it owed more than $1 billion in federal income tax.  while it has already drawn some criticism, the biden administration's infrastructure plan may be compelling enough to convince more corporate leaders to sign on in support of hiking business taxes.  bezos said in his statement: ""we look forward to congress and the administration coming together to find the right, balanced solution that maintains or enhances u.s. competitiveness.""  and he's not alone. rick rieder, chief investment officer of global fixed income for blackrock, the world's largest asset manager, said rolling back trump-era corporate tax cuts won't hurt the economy — and could actually be positive for growth.  rieder told cnn business last month that he thinks the us economy can ""definitely"" withstand higher corporate taxes, and suggested that raising the corporate rate could help ensure that economic gains are distributed more evenly among corporations and workers.  ""the us economy is amazingly resilient,"" he said, ""and in fact will perform well when you get some of this income redistribution and consumption at an easier and a better place, particularly for lower and middle income.""  --cnn's brian fung and matt egan contributed to this report  --correction: an earlier version of this story misstated the percentage of amazon's 2019 income it owed in total us federal income taxes that year."
2021-04-06 23:16:18,"amazon ceo jeff bezos on tuesday voiced support for raising the corporate tax rate but stopped short of saying he supports president joe biden's plan for the increase.  ""we support the biden administration's focus on making bold investments in american infrastructure,"" bezos said in a statement. ""we recognize this investment will require concessions from all sides — both on the specifics of what's included as well as how it gets paid for (we're supportive of a rise in the corporate tax rate).""  last week, biden unveiled a more than $2 trillion package that outlines sweeping upgrades to the nation's bridges, roads, public transport and airports, among other transportation infrastructure. it also included investments in care for elderly and disabled americans, building and retrofitting affordable housing and advancing american manufacturing and job-training efforts, among other goals.  to fund the package, biden has proposed hiking the corporate tax rate to 28% from 21%. the corporate tax rate had been cut under president donald trump to 21% from 35% as part of a 2017 tax law.  bezos' support for a tax increase is notable given that amazon has previously faced scrutiny over its tax record, including from biden. last may, biden, then a presidential candidate, told cnbc that amazon ""should start paying their taxes.""  biden singled out amazon again last week during an address in pittsburgh, slamming the company for using ""various loopholes so they'd pay not a single solitary penny in federal income tax.""  in response, amazon's top spokesperson, jay carney, said in a tweet: ""if the r&d tax credit is a 'loophole,' it's certainly one congress strongly intended. the r&d tax credit has existed since 1981, was extended 15 times with bi-partisan support and was made permanent in 2015 in a law signed by president obama.""  after paying $0 in u.s. federal income tax for two years, amazon paid $162 million in federal income taxes in 2019. the company, which benefits from a variety of tax credits and deductions, reported total revenue last year of $386 billion.  — cnbc's jacob pramuk contributed to this report."
2021-04-06 22:28:55,"evercore isi analyst mark mahaney discussed his top internet stock picks on cnbc's ""squawk alley.""  evercore isi initiated coverage on the internet sector this week. some stocks in the space are positioned for long-term success, mahaney said.  the one at the top of evercore's list is spotify technology s.a. (nyse: spot), mahaney told cnbc.  ""we had facebook in '18, netflix in '19, uber in '20. i think that stock this year is spotify.""  the research firm plans to look at 2022 projections this summer and structural winners at reasonable valuations like facebook, inc. (nasdaq: fb) and amazon.com, inc. (nasdaq: amzn), the analyst said.  he named uber technologies, inc. (nyse: uber) as a cyclical recovery stock.  if evercore is wrong on amazon and facebook, ""it's probably because of regulatory risks,"" the analyst said.  one of the biggest points of debate from clients and investors was whether to go with uber or lyft, inc. (nasdaq: lyft), he said.  investors want companies with global presence and uber has that, mahaney told cnbc.  spot price action: spotify gained 3.31% tuesday, closing at $282.34.  image by photo mix from pixabay."
2021-04-06 22:27:18,"amazon founder jeff bezos today endorsed the biden administration’s call for a higher corporate tax rate to help pay for the nation’s crumbling infrastructure.  in a statement posted on his company’s website, bezos noted that historically both democrats and republicans have called for additional infrastructure spending — federal money for everything from bridges to high-speed internet. then, he added, american companies should help pay for it.  “we recognize this investment will require concessions from all sides—both on the specifics of what’s included as well as how it gets paid for (we’re supportive of a rise in the corporate tax rate),” he wrote.  the news comes a week after president joe biden twice mentioned the company by name in a speech touting his infrastructure plan, saying u.s. companies such as amazon “use various loopholes so they pay not a single solitary penny in federal income tax.”  “a fireman, a teacher paying 22% — amazon and 90 other major corporations paying zero in federal taxes? i’m going to put an end to that,” he added.  the $2.3 trillion plan calls for a $600-billion investment in modernizing roads, improved rail cars, and buses and a national network of electric vehicle recharging stations. additional money is earmarked for veterans hospitals, improved affordable housing, and additional high-speed broadband — which became a pressing issue following many state mandates for at-home schooling during the pandemic.  to pay for the plan, president biden proposed raising the corporate tax rate to 28% from 21%. former president donald trump had cut the corporate tax rate to 21% from 35% in 2017.  some observers have cast a skeptical eye on bezos’ endorsement of higher corporate taxes. in his statement, the amazon boss didn’t specifically endorse the infrastructure plan or its 7 percent tax hike. the company historically has paid little or no taxes while using a myriad of tax credits and deductions to reduce its federal tax bill.  also because amazon reinvests much of its earnings, it often shows low profit margins even when posting record revenue. amazon reported revenue of $386 billion last year and operating income of $22.9 billion, boosted by a pandemic-driven surge amid as customers relied on its online shopping and cloud computing services.  amazon also remains under public and government scrutiny on several additional fronts including antitrust issues, and the working conditions of its lowest-paid employees. amazon warehouse workers in bessemer, ala., are waiting for the final count on a vote to unionize. it would be the first unionized workforce at the online retail and cloud-computing giant."
2021-04-06 22:15:15,"malls that buckled due to e-commerce or suffered during the pandemic are being given new life by the very entity that precipitated their decline — amazon.  over the last several months, the retail giant has gone on a shopping spree of its own, buying up disused malls across the country and turning them into distribution centers.  in march, amazon won approval to turn a mall in baton rouge, louisiana, into a 3.4 million-square-foot distribution building, and a mall in knoxville, tennessee, into a 220,000-square-foot distribution center. in december, the local planning board in worcester, massachusetts, signed off on amazon's request to convert the city's greendale mall into a 121,000-square-foot distribution center.  between 2016 and 2019, amazon converted around 25 shopping malls, according to an analysis by coresight research. last year, it was reportedly in talks with simon property group, the country's biggest mall owner, to convert bankrupt jcpenney and sears department stores into fulfillment centers. target and walmart have also turned some space in their own stores into mini fulfillment centers.  the knoxville center mall in knoxville, tenn. google  “the reality is that the cash flow at these lower-quality malls is declining rapidly,” said vince tibone, lead retail and industrial analyst at the real estate analytics firm green street. “you have to decide, ‘do i want to do something myself to invest a lot of money to transform this dead retail into thriving retail or put up offices?’ selling a dead mall as land is a more attractive option.”  about 50 percent of mall-based department stores could permanently close by the end of 2021, according to green street. the majority of these mall closures are expected to be lower-tier shopping centers that make less than $320 per square foot of space, which makes it difficult to cover their mortgages, tibone said.  malls are already struggling to keep up with mortgage debt. macerich, which runs about 50 shopping centers across the country, announced in february it is restructuring to rein in $1.5 billion in debt that comes due in july. cbl properties, whose major tenants include victoria's secret and foot locker, reached an agreement in march with lenders to shave $1.6 billion from its balance sheet.  ""selling a dead mall as land is a more attractive option.”  nikki forman, a spokesperson for amazon, declined to comment on its future plans to build on dead mall real estate. but she said the company is “constantly exploring new locations and weighing a variety of factors when deciding where to develop future sites to best serve customers.”  local hubs  amazon’s signature prime delivery depends on its national network of more than 100 fulfillment centers and roughly 1 million workers to get packages to a customer's front door within a day — or even an hour.  the pandemic has only accelerated amazon’s retail business, as stores closed and people hunkered down at home to curb coronavirus infections. net sales increased 37 percent in 2020 compared to the year before, leading the company to invest roughly $44 billion in capital expenditures, brian olsavsky, amazon’s chief financial officer, told investors in february. its fulfillment center footprint grew by 50 percent in 2020 compared to the year before, he said.  “in a [fulfillment center] world, it's hard to turn that capacity on quickly, so it generally means you may have to overbuild to protect the customer experience,” he said.  cortana mall in baton rouge will be amazon's third distribution center in the area. owned by moonbeam capital investments and located in the east end of the city at the intersection of two major highways, the 1.4 million-square-foot mall has been on the decline since the years following the great recession. the mall was put on the market and taken off in 2018 because of a lack of interest. at the beginning of this year, the mall’s last remaining store, dillard's clearance center, announced it would close.  “a lot of these malls that are going to the block, in a lot of cases the mortgage debt on the mall is worth more than the mall,” alex goldfarb, a senior research analyst at piper sandler, said. “you could easily have a mall that’s $50 million to $100 million in mortgage debt that gets sold for $20 million because there really aren't any tenants left and you’re selling for land value.”  amazon's fulfillment center footprint grew by 50 percent in 2020.  amazon bought the cortana mall property earlier this year for about $17 million, according to the east baton rouge clerk of court. that amounts to only about $6 a square foot. additionally, the east baton rouge metro council approved a $35 million tax abatement for seefried properties to develop the project on behalf of amazon.  while moonbeam did not respond to nbc news' request for comment, baton rouge mayor sharon weston broome said in a statement in march that she is in full support of the rezoning of the development of the former cortana mall.  “this generational project will create 1,000 new jobs for area residents,” she said. “today's rezoning of cortana mall will be critical to moving this project forward.""  angry locals  but in worcester, massachusetts, where amazon is building a distribution center on the site of a former mall, the company has received community pushback. at a planning commission meeting in december, dozens of people testified against the development, raising concerns about traffic, noise, labor conditions, emissions, impact on small businesses and the company’s anti-union efforts.  “is this going to be community development, and what commitments is amazon going to make to our community?” kevin ksen, a 40-year resident of worcester who spoke at the meeting, told nbc news. “the response from most of us was, ‘what are you going to do in terms of workers to make sure they’re treated well, and are you going to be hiring union workers on these projects?’”  jessica schumer, an economic development manager with amazon, said at the december meeting that the distribution center will create 70 new jobs that pay at least $15 an hour with full benefits. she also noted several examples of amazon’s donations to local school districts and housing organizations. at the end of the month, amazon got the green light to build.  greendale mall in worcester, mass. google  ksen said in an interview that he had hoped finard properties, the mall owner, would go through with its announced plans to transform the fading shopping center into a mixed-use location with shopping and housing. now, with amazon coming to town, he’s worried that the community won’t reap any benefits.  “i’ve seen the economic development happen to our community — it’s frustrating on a local level,” he said. “but, at the same time, i see a regular list of articles about amazon building here and amazon building there. i’m not sure any of us really fully understand the implications because it’s happening so so fast.”  other benefits  back in tennessee, knox county mayor glenn jacobs said the new amazon last mile distribution center is a welcome relief for the city, which had been losing money on the property. as sales waned, the mall’s owner, knoxville partners, became delinquent on roughly $600,000 in property taxes.  amazon plans to hire 700 workers for the distribution center and has not requested a tax abatement for the project, he said.  while the county won’t earn as much property tax on a warehouse property compared to a mall, jacobs said amazon will have a broader impact on the local economy.  “it is the indirect impact of people who work there having more money in their pockets and spending more money and buying homes or renting apartments that will lead to tax increases that we have direct benefit from,” he said."
2021-04-06 17:06:44,"amazon's jeff bezos has been ranked no. 1 for the last four years.  amazon's (amzn) - get report founder jeff bezos and tesla's (tsla) - get report founder and ceo elon musk secured the two top spots on forbes' 35th annual billionaires list released tuesday.  bezos, who has been ranked no. 1 for the last four years, saw his net worth more than double to $177 billion from $64 billion a year ago as amazon benefitted from pandemic-era demand for online goods and services.  bezos stepped down as ceo of amazon in early february.  musk jumped to the second spot with a net worth of $151 billion - he was ranked no. 31 last year with a net worth of $24.6 billion. in january, musk briefly passed bezos to become the richest person in the world before slipping back to the second spot.  elon musk officially is now the ‘technoking’ of tesla  lvmh chairman bernard arnault came in third for a second year but doubled his fortune to $150 billion.  facebook and amazon are evercore's top mega-cap internet stocks  philanthropist and microsoft (msft) - get report co-founder bill gates came in at no. 4 with a net worth of $124 billion.  facebook (fb) - get report founder mark zuckerberg ranked no. 5 on the list with a net worth of $97 billion.  investor and business tycoon warren buffett fell out of the top five for the first time in more than two decades as tech executives dominated the rankings at forbes.  forbes said the ""world’s wealthiest exploded to an unprecedented 2,755 billionaires, 660 more than a year ago."" their combined fortunes were worth $13.1 trillion, up from $8 trillion on the 2020 list, forbes said.  ""the very, very rich got very, very richer,"" said forbes' chief content officer randall lane in an interview with reuters video news.  forbes noted 493 newcomers made it to this year's billionaires list including movie and tv producer tyler perry and whitney wolfe herd, co-founder of dating app bumble (bmbl.) - get report"
2021-04-06 14:55:51,"'our sector view is near-term pragmatic, but long-term bullish,' benefiting facebook and amazon, says evercore analyst mark mahaney.  facebook (fb) - get report and amazon (amzn) - get report shares rose tuesday after the tech titans received recognition as the top two mega-cap internet stocks from evercore isi.  uber (uber) - get report also made the list of evercore's top mega-cap picks in the internet sector.  as for internet shares in general, “our sector view is near-term pragmatic [after the strong rally of the past year], but long-term bullish,” evercore analyst mark mahaney wrote in a commentary.  “we see over $4 trillion in incremental demand coming online (retail, advertising, travel) by 2025 due to ongoing digital disintermediation.”  facebook recently traded at $308.96, up 3.45%, and amazon was at $3,238, up 0.35%.  facebook data for half billion users emerge on dark web  mahaney has an outperform rating on facebook with a $370 price target. it’s a “structural winner, benefiting from permanent pull-forward of ad budgets online,” he said.  “we expect to see material revenue growth acceleration in the first half 2021.” he cited facebook’s social commerce, whatsapp and oculus units in particular. facebook remains on evercore’s best core ideas list.  the street's founder jim cramer also likes facebook.  mahaney has an outperform rating on amazon with a $4,000 price target. it’s “probably the broadest structural winner with permanent pull-forward of retail spending & ad budgets online as well as acceleration of cloud adoption,” he said.  amazon is “probably also the single best internet asset. we also see reasonable valuation, trading modestly below average ev/sales & ev/ebitda multiples).”  amazon illegally fired 2 activist workers, u.s. labor board says  amazon and facebook are holdings in jim cramer's action alerts plus member club. want to be alerted before jim cramer buys or sells amzn or fb? learn more now."
2021-04-06 13:58:49,"an amazon-sponsored billboard urging employees to return their unionization ballots is seen on march 28, 2021 in bessemer, alabama. elijah nouvelage | getty images  amazon workers around the world are anxiously awaiting the results of a high-stakes union election at one of the company's warehouses in bessemer, alabama. voting wrapped up on march 29 in the election to determine whether roughly 5,800 workers at the bhm1 warehouse will join the retail, wholesale and department store union. vote counting began the next day and the public portion of the count is expected to begin as soon as wednesday. the effort has shaped up to be one of the most consequential union elections in recent history. if they win, the workers would establish the first union at a u.s. amazon facility, marking a major victory for workers in the face of amazon's staunch anti-union efforts. the election is being closely watched by workers, labor advocates, politicians and other groups for its potential to kickstart future organizing attempts elsewhere. the rwdsu has already heard from more than 1,000 u.s. amazon workers who are eager to organize. with ballots mailed in and vote counting underway, it may seem that amazon and the union are nearing the finish line in the election. but the process is likely far from over. both sides can contest ballots, and depending on the outcome of the vote, further legal battles could lie down the road. here's what to expect as the union election continues:  what's happening now  a week ago tuesday, the first stage of counting kicked off via a private video conference. during this portion, the national labor relations board will call out each voter's name, which is listed on a yellow envelope that contains a sealed blue envelope with their marked ballot inside. the actual ballot that lists each worker's vote is anonymous. amazon and the union will be allowed to contest ballots based on factors like whether an employee's job title entitles them to vote or an illegible signature. employee eligibility could shape up to be a major reason for contested ballots because turnover at amazon warehouses can be high. additionally, reuters reported last month that ballots were sent out to some employees who no longer work at amazon. if the envelope is contested, it will be set aside. if it's unchallenged, the nlrb will remove the blue ballot envelope and place it in the ballot box. it's unclear how many ballots were cast out of the 5,800 employees that were eligible to vote, but it's likely that the nlrb will have to sort through thousands of envelopes. the sheer size of the bargaining unit, combined with the fact that votes were submitted via mail, has meant that the election process has taken longer than usual.  signs reading ""vote"" hang outside the amazon.com, inc. bhm1 fulfillment center on march 28, 2021 in bessemer, alabama. patrick t. fallon | afp | getty images  ""when you have a facility that is that large, it adds to the amount of time that is going to be taken in the counting process,"" said mark pearce, an nlrb chairman during the obama administration and executive director of the workers' rights institute at georgetown university law center. ""so the timetable for a final count is kind of fluid."" last friday, the nlrb finished sifting through half of the mailed-in ballots, putting them on track to begin the public portion of the vote count as soon as wednesday, though the timing could still shift. once the private portion is complete, the nlrb will begin to count the unchallenged ballots in a public session open to members of the media. to win, the union needs a simple majority of the votes cast at amazon's bessemer warehouse. if there are enough challenged ballots to affect the outcome, the final tally will be temporarily halted until those challenges are resolved. ""so that also puts more time on the clock before a final result comes in,"" pearce said.  future challenges could prolong the process  challenged ballots aren't the only procedure that could prolong the process. after the ballots are tallied, either amazon or the rwdsu can raise objections over conduct during the election. those objections must be filed to the nlrb's regional director within five days of the final tally. the regional director will investigate the claims, and if there's sufficient evidence, it will schedule a hearing where each side can present evidence. for instance, an employer could argue that a union gave out gifts to sway voters, or the union could file an objection or an unfair labor practice charge, saying that the employer gave out raises to induce workers to vote no, pearce said. amazon could find itself in hot water when it comes to one particular benefit program, pearce said. the company has an annual program, referred to as ""the offer,"" that gives full-time workers the option to resign from their role in exchange for an exit bonus starting at $1,000. ""the offer"" wouldn't be considered unlawful outside of an election, but the nlrb might consider the program to be an election violation during a union campaign, under the guise that it violated workers' rights that are protected under the national labor relations act, pearce said. ""if that program is not suspended, there is most assuredly going to be objections and unfair labor practice charges filed with regard to that,"" pearce said. ""the complaint could be that this program is inherently destructive of an employee's right to pursue unionizing, even if the employer maintains that there's no evidence of unlawful motive."" amazon disputed claims that ""the offer"" is related to the union vote in bessemer. the annual program, launched in 2014, was extended to employees in north america this year between feb. 24 and march 16. amazon spokesperson heather knox told cnbc in a statement: ""while we hope employees stay with and grow their careers at amazon, this is a voluntary program that's designed to provide extra support for those who decide that amazon isn't part of their long-term career plan.""  people protest in support of the unionizing efforts of the alabama amazon workers, in los angeles, california, march 22, 2021. lucy nicholson | reuters"
2021-04-06 06:26:54,"amazon ceo jeff bezos’ total annual stock sales have topped $10 billion for the first time.  bezos just sold more than $3 billion in stock, according to regulatory filings made public wednesday. he sold nearly 1 million shares of amazon stock at prices ranging from $2,951 per share to $3,079 per share, the filings show.  this past august, the amazon ceo sold more than $3 billion in stock, and another $4 billion earlier this year.  bezos said in 2017 that he was selling $1 billion a year to fund his blue origin space venture, but he has been increasing the size and frequency of the stock sales. he sold $2.8 billion worth of amazon stock a year ago.  amazon and blue origin declined to comment on the latest stock sale.  amazon’s stock price has nearly doubled mid-march as millions of customers rely on the e-commerce giant amid the pandemic for online shopping, cloud computing, and more. last week the company posted a record $96.1 billion in revenue, up 37% from the year-ago quarter, with profits far ahead of wall street expectations at $6.3 billion.  amazon’s market capitalization is now $1.6 trillion, alongside microsoft and behind apple as the world’s valuable publicly-traded companies. shares were up more than 6% wednesday.  significant stock sales by top corporate executives are often made based on a schedule set out in advance.  bezos’ net worth has now reached $191 billion, up more than $76 billion this year, according to bloomberg’s billionaires index.  bezos still owns more than 10% of amazon’s shares.  under his divorce settlement with mackenzie scott last year, the amazon founder received 75% of the couple’s amazon shares and retained voting authority for remaining shares. scott received a 4% stake in amazon as part of the deal.  following the divorce, scott — who changed her name — signed the giving pledge, a commitment to give away the majority of her fortune to charity. in july she listed 116 non-profit organizations that will receive funding as part her pledge.  bezos has stepped up his philanthropy in recent years, including a $10 billion climate change initiative and the $2 billion day 1 fund, which supports homeless services and early childhood education."
2021-04-07 20:48:30,"vote counting is underway in alabama at an amazon facility in bessemer.  spotlight on bessemer, alabama  nationally, amazon has 950,000 employees and is the us' second largest employer after walmart. analysts expect amazon to eventually take the top spot.  if workers vote yes, bessemer employees would be the only unionized amazon workers in a nation where memberships have dwindled.  there are 5,805 amazon workers in bessemer. if they were all to unionize, they would be represented by the retail, wholesale and department store union, which had 18,000 members in the state as of 2020; the new workers would represent an increase of about 32%. alabama is a right-to-work state, so workers wouldn’t be required to join the union.  amazon full- and part-time jobs  public unions  my main gripe against unions is with public service employees.  corrupt union leaders get in bed with corrupt politicians then hold the public, whom they are supposed to serve, hostage.  faced with no garbage pickup, closed schools, no fire departments, and no polices, city officials inevitably cave in to preposterous demands.  insolvent illinois is a prime example of what eventually happens.  private unions  if private unions demand too much, and get it, bankruptcy results. gm is a good example.  my experiences an employee in unions shops where i grew up also left a huge distaste.  for example, i got called in on a summer job i wanted and the next day the union went on strike. i had that job precisely one day.  my main gripe against private unions is they promote based on seniority, not skills. hours, schedules, etc., are also based on seniority.  the more skilled one is the less use a union is.  i was the best at several tasks at a grocery store i worked. that meant i worked busy saturday afternoons, not saturday evenings. what high school kid wants to work saturday evenings?  the union came in, and guess what? the result was not good for the store, or me, but someone who could neither bag well nor operate a cash register at all.  right-to-work  i am a strong advocate of right-to-work. a huge failure of trump's 4 years is failure to pass national right-to-work legislation.  he wasted years pissing with obamacare and more years with the wall.  janus vs. afscme  on june 27, 2018 i reported supreme court delivers huge blow to unions!  in janus vs. afscme, the supreme court correctly dealt a huge blow to forced membership in unions. by a 5-to-4 vote, with the more conservative justices in the majority, the court ruled that government workers who choose not to join unions may not be required to help pay for collective bargaining.  the ruling was welcome. but it did not go far enough. there should not be public unions in the first place. even fdr, a big union champion and bastion of the left understood that.  public unions ought to be illegal  i salute ronald reagan for firing all the patco workers when they attempted to shut down air traffic.  public unions protect bad cops, bad teachers, even pedophiles.  for discussion, please see public unions have no business existing: even fdr admitted that  mish"
